建案編號,建案名稱,縣市	行政區,,地址,總戶數,樓層,產品類型,使用分區/用途,門牌號,格局,其他用途名稱,成交時間,基地面積,建蔽率,容積率,車位配比,停車規劃,充電樁,管理費,結構工程,土地分區,標籤,朝向規劃,建案介紹,公共設施,備註,交通,周邊環境
116476,奇幻莊園,桃園市,龜山區,桃園市龜山區長慶二街,1幢，3棟，173戶住家，11戶店面,地上13、14層，地下4層,新成屋,住宅大樓,長慶二街,二房 25~27' '三房 34~38',住商用, 隨時交屋 ,954.46 坪,32%,48.26%,1 0.98,平面式180個,,'55' 元/坪/月,RC鋼筋混凝土結構,第四種住宅區,['近捷運'  '重劃區'  '近公園'],朝西北、朝東北、朝東南,櫻花廚具、凱樂衛浴、冠軍地磚、FTTH光纖、燈光感應、雨水回收系統,['接待大廳'  '中庭花園'  '會議室'  '視聽室'  '親子遊戲區'],"「奇幻莊園」位於桃園市龜山區長慶二街，由佳晟建設股份有限公司投資興建，基地面積954.46坪、建蔽率48.26%、公設比32%，樓層規劃為3棟地上13.14層、地下4層建築，173戶住家、11戶店面的住商大樓，格局坪數規劃2~3房25~38坪。

車位共規劃有181個坡道式平面車位，休閒設施方面有接待大廳、中庭花園、會議室、健身房、親子遊戲區，結構為RC鋼筋混凝土，建材方面有櫻花廚具、凱樂衛浴、冠軍地磚、FTTH光纖、燈光感應、雨水回收設計。

周邊環境，距離學區樂善國小步行約10分鐘，商場頂好Wellcome約600米，距離林口工業特區約車程8分鐘，距離華亞科技園區約車程6分鐘。

交通方面距離機場捷運站A7體育大學站、A8長庚醫院車程約5-7分鐘，距離中山高速公路約車程約8分鐘，可連結新北市、台北市、桃園市，交通便捷。",'捷運系統'  'A7體育大學站、A8長庚醫院 '  '高速公路'  '中山高速公路林口交流道 '  '快速道路'  '61.64.65.汐五高架橋 '  '高鐵系統'     '台鐵系統'  '桃園火車站 '  '其他方式','學區'  '長庚.樂善國小、大崗國民中學、壽山高中、長庚大學、體育大學 '  '超商/賣場'  '全聯福利中心、7-11 '  '傳統市場'  '龜山黃昏市場、營盛黃昏市場 '  '公共建設'  '機捷A7站、郵政物流中心 '  '熱門商圈'  '長庚商圈、華亞商圈、環球購物中心 '  '醫療機構'  '長庚醫院 '  '政府機構'  '林口行政中心 '  '其他配套'
115733,A8敦品,桃園市,龜山區,桃園市龜山區文化三路327號,1棟，78戶住家，5戶店面,地上15層，地下4層,新成屋,住宅大樓,文化三路327號,二房 25' '三房 42~49' '2+1房 28',住商用, 隨時交屋 ,395.67 坪,32%,68.5%,1 1.12,平面式93個,,'80' 元/坪/月,RC鋼筋混凝土結構, 中心商業區 ,['近捷運'  '明星學區'  '近公園'  '景觀宅'  '制震宅'],朝西南,Taylor Device制震器、HEAT MIRROR 雙中空懸膜節能玻璃 、 敵銳裝甲防火門、日本昭和鋁門窗、美國Studor排水通氣防疫系統 、太格德國精工木地板、BEAM中央集塵、病原塵清靜機、美國杜邦整體檯面 、林內牌 搭配櫻花廚具、ＶＢ、GROHE精品衛浴、HAMMAM土耳其電熱毛巾,['接待大廳'  '健身房'  'KTV'],"「A8敦品」位於桃園市龜山區文化三路327號，由緯詮建設股份有限公司投資興建，兆德營造有限公司營造，以兆建築師事務所建築設計。基地面積395.67坪，主力為二房(25坪) 、三房(42~49坪) 、2+1房(28坪)，單層6戶共用2台電梯，地上15層、地下4層，共78戶住家、5戶店面，公設比32%，建材有Taylor Device制震器、HEAT MIRROR 雙中空懸膜節能玻璃 、 敵銳裝甲防火門、日本昭和鋁門窗、美國Studor排水通氣防疫系統 、太格德國精工木地板、BEAM中央集塵、病原塵清靜機、美國杜邦整體檯面 、林內牌 搭配櫻花廚具、ＶＢ、GROHE精品衛浴、HAMMAM土耳其電熱毛巾。

生活機能則仰賴文化三路周邊店家，斜對角即是便利超商，日常採買可至全聯福利中心公園店步行約4分鐘可至，蔬果採買可至龜山黃昏市場車程約2分鐘。

交通經文化三路右轉即連接國道1號林口交流道，距桃園捷運A8站約10分鐘步行可至。鄰近學區文華國小，約450公尺，步行5分鐘可到，大岡國中步行約8分鐘可至。",'捷運系統'  '機捷Ａ8站 '  '高速公路'  '國道一號林口交流道 '  '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式', '學區'  '文華國小、大崗國中 '  '超商/賣場'  '頂好超商、全聯超市、環球購物中心 '  '傳統市場'  '營盛黃昏市場 '  '公共建設'     '熱門商圈'  '長庚商圈 '  '醫療機構'  '長庚醫院 '  '政府機構'     '其他配套'    
115272,芳彬家,桃園市,龜山區,桃園市龜山區復興三路75-1號,2幢，2棟，47戶住家，8戶店面,地上10層，地下2層,新成屋,住宅大樓,復興三路75-1號,一房 18~19' '二房 26~28' '三房 34',住商用, 隨時交屋 ,585.64 坪,32.7%,46.35%,1 0.89,平面式49個,,'60' 元/坪/月,RC鋼筋混凝土結構, 第二種住宅區 ,['近公園'],朝西北、朝東北,林內廚具、TOTO衛浴,['接待大廳'  '中庭花園'  '空中花園'  '交誼廳'  '閱覽室'  '健身房'  'KTV'  '瑜伽教室'],"「芳彬家」位於桃園市龜山區復興三路75-1號，面華亞公園，近華亞科技園區。由芳彬建設有限公司投資興建，兆德營造有限公司營造，王振如建築師事務所投資興建，基地面積585坪，主力為一房(18~19坪) 、二房(26~28坪) 、三房(34坪)，地上10層、地下2層，共47戶住家、8戶店面，公設比32.7%，公設有接待大廳、中庭花園、空中花園、交誼廳、閱覽室、健身房、KTV、瑜伽教室。結構為RC鋼筋混凝土，建材為林內廚具、TOTO衛浴。

生活機能則仰賴文化二路周邊店家，日常採買可至全聯福利中心文化店步行約3分鐘可至，蔬果採買可至龜山黃昏市場車程約5分鐘。

交通經文化二路右轉即連接國道1號林口交流道，距桃園捷運A8站約12分鐘步行可至。鄰近學區文欣國小，約800公尺，步行10分鐘可到，大岡國中步行約2分鐘可至。",'捷運系統'  '機場捷運站A8站 '  '高速公路'  '國道1號林口交流道 '  '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式', '學區'  '文欣國小、大岡國中 '  '超商/賣場'  '全聯福利中心 '  '傳統市場'  '龜山黃昏市場 '  '公共建設'     '熱門商圈'  '長庚商圈 '  '醫療機構'  '林口長庚醫院 '  '政府機構'     '其他配套'    
113056,遠雄新未來,桃園市,龜山區,桃園市龜山區樂善一路10號,3棟，807戶住家，14戶店面，3個商場,地上28層，地下5層,新成屋,住宅大樓,樂善一路10號,二房 28~32' '三房 42~50',住商用, 隨時交屋 ,2890 坪,33%,57.02%,1 0.89,平面式648個、機械式84個,,'60' 元/坪/月,RC鋼筋混凝土結構,暫無,['近捷運'  '重劃區'  '近公園'  '景觀宅'  '低首付'],朝北、朝南、朝西、朝東、朝西北、朝西南、朝東北、朝東南, RC造,['接待大廳'  '中庭花園'  '閱覽室'  '健身房'  '親子遊戲區'  '兒童遊戲區'  '瑜伽教室'],"【新未來 機捷A7體育大學站１分鐘 出站即到家！】

隨著2017年機場捷運通車，「A7體育大學站」為機場捷運唯一站體地下化，以

A7站為中心點往台北市中心車程僅約22分鐘，同樣往桃園機場所需時間也只需

花費約22分鐘，雙22分鐘將鏈結機場的國際商旅、海外精英人流，亞洲機場捷

運城應運而生！

生活機能性/ 健康環境/ 人性公設/ 國際醫療城市好健康

22分鐘鏈結台北市中心及桃園國際機場，預約2-3房入主機捷生活圈！鄰近32座

綠能公園、20萬坪體育園區、長庚、輔大雙國際醫療園區，三井OUTLET+雙娛

樂影城",'捷運系統'  '桃園機場捷運線 '  '高速公路'  '國1 '  '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式', '學區'     '超商/賣場'     '傳統市場'     '公共建設'     '熱門商圈'     '醫療機構'     '政府機構'     '其他配套'    
107594,長庚Rich,桃園市,龜山區,桃園市龜山區文化二路34巷14弄6號,1棟，32戶住家，5戶店面,地上12層，地下3層,新成屋,住宅大樓,文化二路34巷14弄6號,三房 40' '四房 48~68' '開放格局 45',住商用, 隨時交屋 ,231 坪,30%,63.52%,1 1.14,平面式42個,,'75' 元/坪/月,RC鋼筋混凝土結構,中心商業區,['近捷運'  '近公園'],朝西南,RC,['無公設'],"「長庚RICH」位於桃園市龜山區文化二路34巷14弄6號。由旭盛建設股份有限公司投資興建，岱立營造工程股份有限公司營造，劉書文建築師事務所建築設計，基地面積231坪，主力為三房(40坪) 、四房(48~68坪) 、開放格局(45坪)，地上12層、地下3層，共32戶住家、5戶店面，平面車位42個，公設比30%。結構為RC鋼筋混凝土，建材為林內廚具、TOTO衛浴。

「長庚RICH」，長庚醫院生活圈，地段良好。交通便利，600公尺可到桃園捷運A8長庚捷運站，連接國道一號，通往台北、桃園地區皆方便。

「長庚RICH」生活機能完整，鄰近長庚醫院商圈、頂好、全聯，採買購物充足。鄰近長庚醫院、龜山運動公園，提供休閒運動空間與健康照護。",'捷運系統'  '桃園捷運A8站 '  '高速公路'     '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式', '學區'  '大湖國小、大崗國中 '  '超商/賣場'  '頂好生鮮超市 '  '傳統市場'  '龜山黃昏市場 '  '公共建設'  '龜山運動公園 '  '熱門商圈'  '長庚醫院商圈 '  '醫療機構'  '長庚醫院林口院區 '  '政府機構'     '其他配套'    
119854,川弘琢悦,桃園市,龜山區,桃園市龜山區文東五街57巷5、5-1、7號,1幢，1棟，29戶住家,地上11層，地下2層,新成屋,住宅大樓,文東五街57巷5、5-1、7號,四房 60',住家用, 隨時交屋 ,368 坪,28.2~28.6%,25.94%,1 1.1,平面式32個,,'80' 元/坪/月,RC鋼筋混凝土結構,住二,['近捷運'  '明星學區'  '重劃區'  '近公園'  '景觀宅'],朝東,TOTO日本進口衛浴、櫻花精品廚具、歐洲進口低甲醛櫥櫃、FloPlast智慧型吸氣閥、三合一電子鎖,['接待大廳'  '中庭花園'  '空中花園'  '交誼廳'  '健身房'  '親子遊戲區'  '兒童遊戲區'  '信箱區'  '曬被區'],"A8正核心，28%超低公設比，私藏18坪庭園，挑高6米限量60坪4房4衛3廳雙主臥(住辦皆宜)

原價2780萬廣告戶特惠2580萬。

鄰近三井outlet及兩座環球購物中心，不僅購物生活多了更多樣的選擇，而且周邊美食林立，對於上班外食族的小家庭來說更是一大福音！

快速連結中山高速公路，南來北往更加便利！

附近的明星文華國小、大崗國中等學區，讓做父母的您可以享有免接送孩子上下學的優勢！

完善物業管理，信件收發便利；社區規畫垃圾儲藏空間，讓您不用再追垃圾車！

超值60坪的⼀樓獨立庭院⼤⼾，不但有挑⾼6米的氣派空間，並享有7米大面寬及邊間三面採光，

超低28%公設比的絕版方正格局，以及私人前庭後院約19坪，

搭配五星級飯店式TOTO衛浴設備及櫻花國際精品廚具，無論是自住或做辦公室都非常適合！


◎低公設比｜28%超低公設比，周邊新建案最低
◎室內空間｜樑柱外露，室內空間方正，無虛坪問題
◎交通便利｜開車6分鐘上中山高，南來北往超方便
◎機場捷運｜A8捷運站直達大台北核心地區
◎享樂生活｜超市、量販店、購物中心一應俱全
◎有氧健身｜私人專屬健身房，運動養身好快活
◎花園城堡｜私人中庭花園，全家大小安心享樂
◎健康生活｜英國FloPlast吸氣閥，守護全家健康
◎迎賓大廳｜挑高6米大廳，非凡尺度，氣度雍容

接待會館：文東五街57巷7號

建案官網：https //www.vrhouse.com.tw/index.php?option=com_flexicontent&view=item&cid=1001 vrhouse-buildings&id=581555 2019-04-01-03-23-53&Itemid=177", '捷運系統'  '捷運長庚醫院站 '  '高速公路'  '中山高速公路 '  '快速道路'  '中山高速公路 '  '高鐵系統'     '台鐵系統'     '其他方式'    ,'學區'  '文華國小、大崗國小、大崗國中 '  '超商/賣場'  '7-11、全家、頂好、美聯社、全聯、環球購物中心 '  '傳統市場'  '黃昏市場 '  '公共建設'     '熱門商圈'  '長庚商圈、復興一路商圈、文七商圈 '  '醫療機構'  '長庚醫療園區 '  '政府機構'     '其他配套'
119531,協勝玉子園,桃園市,龜山區,桃園市龜山區樂捷段136、140地號,5棟，186戶住家，7戶店面,地上15層，地下3層,新成屋,住宅大樓,樂捷段136、140地號,二房 24~27' '三房 36~43',住商用, 隨時交屋 ,1042.98 坪,31~32%,44.23%,1 0.99,平面式178個、機械式14個,, 待定 ,RC鋼筋混凝土結構,第四種住宅區,['明星學區'  '景觀宅'  '低首付'],朝西南,"廚房：櫻花三機
衛浴：美標
地磚：60*60拋光石英磚
五金：美標",['接待大廳'  '中庭花園'  '交誼廳'  '健身房'  '信箱區'],"「協勝玉子園」位於桃園市龜山區樂善國小首排，由協勝建設投資興建，基地面積約 1042.99坪、建蔽率44.23%、公設比31%，樓層規劃為5棟地上14.15層、地下3層建築，186戶住家、7戶店面的住商大樓，格局坪數規劃2、3房24~43坪。

休閒設施方面有接待大廳、中庭花園、交誼廳、健身房、信箱區，結構為RC鋼筋混凝土。

周邊環境，距離學區樂善國小第一排，樂善公園約500米，距離林口工業特區約車程8分鐘，距離華亞科技園區約車程6分鐘。

交通方面距離機場捷運站A7體育大學站、A8長庚醫院車程約5-7分鐘，距離中山高速公路約車程約8分鐘，可連結新北市、台北市、桃園市，交通便捷。",'捷運系統'  '機場捷運A7體育大學站、A8長庚醫院 '  '高速公路'  '國道一號林口交流道 '  '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式', '學區'  '樂善國小 '  '超商/賣場'     '傳統市場'     '公共建設'  '樂善公園 '  '熱門商圈'  '樂善商圈、長庚商圈 '  '醫療機構'  '長庚醫院 '  '政府機構'  '大崗警察局 '  '其他配套'  '郵政園區、樂善科技園區' 
107732,福樺閱,桃園市,龜山區,桃園市龜山區文興路210號,1幢，1棟，75戶住家，4戶店面,地上15層，地下4層,新成屋,住宅大樓,文興路210號,三房 51~69' '2+1房 51',住商用, 隨時交屋 ,528 坪,33%,69%,1 1.3,平面式103個,,'90' 元/坪/月,RC鋼筋混凝土結構,中心商業區,['近捷運'  '近公園'],朝西南、朝東北,TOTO衛浴,['接待大廳'  '中庭花園'  '閱覽室'  '健身房'],"建築團隊：建築設計 | 黃宏輝建築事務所
          福樺雲朗、福樺謙禮、璞石麗緻溫泉會館、
太魯閣晶英酒店、上海月湖渡假旅館
工程總監 | 五味  昭  技士長
曾任職於日本營造界領導地位 竹中工務店
「東京鐵塔」、「札幌巨蛋」，皆出自竹中工務店的專業團隊
工程營造 | 瑞助營造
福樺謙璽、福樺雲朗、宏普蒙田、尚志明日世界-R8、
尚志明日世界-R9、尚志R10、翔譽雙子星
公設規劃 | 日騰空間設計 陳詠婕
福樺建設 大觀文明門廳、福樺建設、天母富邦777、
新竹回建築 接待中心、昌益建設 樣品屋
燈光規劃 | 原碩照明設計 陳宇晃
元大一品苑 ( 台北 ) 、瓏山林蘇澳冷熱泉度假飯店（蘇澳）、
台北故宮博物院（台北）、台灣高鐵左營車站（高雄）、
高雄捷運車站/美麗島站（高雄）
景觀庭藝 | 大台北景觀
元大柏悅、木柵仙跡岩、峰景鳳翔、
美孚亞太通商大樓(新都里日式餐廳)",'捷運系統'  'A8長庚醫院捷運站 '  '高速公路'     '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式','學區'  '文華國小、大崗國中 '  '超商/賣場'  'A8環球購物中心 '  '傳統市場'     '公共建設'     '熱門商圈'     '醫療機構'  '長庚總醫院 '  '政府機構'     '其他配套'
119497,藝學苑,桃園市,龜山區,桃園市龜山區文化七路108號,1棟，53戶住家,地上11層，地下2層,新成屋,住宅大樓,文化七路108號,二房 24.84' '開放格局 34.08',住家用, 隨時交屋 ,506.68 坪,32~33%,45%,1 1,平面式53個,,'60' 元/坪/月,RC鋼筋混凝土結構,住二,['近捷運'  '明星學區'  '近公園'  '低首付'],朝北、朝南,"廚具：櫻花雙口瓦斯爐 、櫻花抽油煙機、櫻花吊掛式烘碗機
衛浴：TOTO 、PANASONIC
地磚：冠軍拋光石英磚 
五金：TOTO",['接待大廳'  '空中花園'  '閱覽室'  '視聽室'  '健身房'  '兒童遊戲區'  'KTV'  '信箱區'  '曬被區'],"「藝學苑」位於桃園市龜山區文化七路.文華國小旁，由秀泰建設開發有限公司/家悅開發地產有限公司投資興建，基地面積506坪、建蔽率45%、公設比33%，樓層規劃為1棟地上11層、地下2層建築，45戶住家、8戶店面的住宅大樓，格局坪數規劃2~3房24~34坪。

休閒設施方面有接待大廳、空中花園、視聽室、健身房、親子遊戲區、曬被區、閱覽室、KTV、信箱區，結構為RC鋼筋混凝土。 

周邊環境，距離學區文華國小步行約2分鐘，商場自由聯盟布行不到5分鐘，距離黃昏市場，開車只要3分鐘，距離華亞科技園區約車程5分鐘。

交通方面 距離機場捷運站A7體育大學站、A8長庚醫院車程約5-7分鐘，距離中山高速公路約車程約8分鐘，可連結新北市、台北市、桃園市，交通便捷。",'捷運系統'  'A7體育大學站、A8長庚醫院 '  '高速公路'  '中山高速公路林口交流道 '  '快速道路'  '61.64.65.汐五高架橋 '  '高鐵系統'  '桃園高鐵站 '  '台鐵系統'  '桃園火車站 '  '其他方式'  '三重客運-1212公西-三重','學區'  '文華國小、大崗國小、大湖國小、大崗國中、長庚大學、體育大學、中央警察大學 '  '超商/賣場'  '7-11、全家、自由聯盟、全聯福利中心 '  '傳統市場'  '龜山黃昏市場 '  '公共建設'  '大華公園 '  '熱門商圈'  '長庚商圈、華亞商圈、環球購物中心 '  '醫療機構'  '長庚醫院 '  '政府機構'  '大華派出所、郵政物流中心 '  '其他配套'
119204,楓樹晴,桃園市,龜山區,桃園市龜山區楓樹五街七號,1棟，8戶住家,地上5層，地下1層,新成屋,電梯公寓,楓樹五街七號,二房 26' '三房 35',住家用, 隨時交屋 ,78 坪,27%,59.68%,1 0.5,平面式4個,,'50' 元/坪/月,RC鋼筋混凝土結構,第一種住宅區,['重劃區'  '近公園'  '低首付'],朝北、朝南,8mm 強化制音玻璃  大同氣密窗  櫻花三機  TOTO衛浴  全室內冠軍磁磚  樂奇LIFEGEAR暖風機  當層排氣.,['信箱區'],"低總價  低首付. 698萬2房+車位!
最後一戶 絕版不再!",'捷運系統'  '桃園捷運棕線BRH04 '  '高速公路'  '國道一號林口交流道 '  '快速道路'     '高鐵系統'     '台鐵系統'  '桃園火車站 '  '其他方式', '學區'  '楓樹國小  龜山國中 '  '超商/賣場'  '全聯 頂好  '  '傳統市場'  '中興路菜市場 '  '公共建設'  '楓樹公園. 籃球場 '  '熱門商圈'  '桃園火車站  長庚特區 '  '醫療機構'  '林口長庚醫院 '  '政府機構'  '龜山區公所 '  '其他配套'    
117622,得意購,桃園市,龜山區,桃園市龜山區萬壽路一段425~429號,1棟，21戶住家，1戶店面,地上8層，地下1層,新成屋,華廈,萬壽路一段425~429號,一房 18~20' '二房 27.5',住商用, 隨時交屋 ,122.86 坪,34~36%,39.02%,1 0.41,機械式9個,, '無管理費 ,RC鋼筋混凝土結構,住宅區,['近捷運'  '景觀宅'],朝西北,豪山廚具、和成衛浴、冠軍馬可貝里磁磚,['接待大廳'],"「得意購」位於桃園市龜山區萬壽路一段425~429號，由駿茂開發有限公司投資興建，基地面積122.86坪、建蔽率39.02%、公設比34~36%，樓層規劃為1棟地上8層、地下1層建築，21住家、1戶店面的華廈，面寬20米、縱深10米，格局坪數規劃1-2房18~27.5坪

以「質感、美感、情感」確立美宅核心價值，把美宅與藝術品劃上等號的同時，代表了不複製、不抄襲、不拷貝的決心，要讓人們驚艷飯店式精品美宅作品。也許你已經站上事業的頂峰，看過世界的盡頭，回到生活的原點....家，才能守護所愛的人，與他們分享生活中的點點滴滴，現代簡約的外觀、遼闊景觀、快捷的交通網路、完善的生活機能、頂尖學區是所有民宅必備條件，但唯有體貼住者的內心深處的慾望與渴求，才能圓滿頂級客層的幸福人生。", '捷運系統'  '迴龍捷運站 '  '高速公路'     '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式'    , '學區'  '龍華科技大學、迴龍國小、光啟高中 '  '超商/賣場'  '頂好Wellcome超市、星巴克、麥當勞 '  '傳統市場'  '三星迴龍市場 '  '公共建設'     '熱門商圈'     '醫療機構'     '政府機構'     '其他配套'  '郵局' 
117068,紐約時上,桃園市,龜山區,桃園市龜山區文化三路.公園路路口,1棟，120戶一般事務所，4戶店面,地上11層，地下3層,新成屋,商辦大樓,文化三路.公園路路口,開放格局 15~18',商業用, 隨時交屋 ,255.31 坪,39%,60.72%,1 0.41,平面式24個、機械式27個,,'80' 元/坪/月,RC鋼筋混凝土結構,中心商業區,['近公園'  '景觀宅'],朝西南,標準配備交屋含地磚、衛浴,['接待大廳'],"10萬交屋   進駐機捷A8核心 
 
●4 米 2 高高在上，14-18 坪美學尺度 
完勝實價登錄、制霸境內空間。【紐約時上】以極為稀有的 4 米 2 高度，勾起你 的收藏慾望。無論是 SOHO 族展業基地、年輕創客圓夢據點、抑或長線投資當 包租公都是優選，智富必贏、置產必勝! 

●正30 米文化三路角地，近機場捷運 A8 站 
如同松壽路之於信義計劃、中山路之於新板特區，文化三路等同是城市指標。【紐 約時上】坐鎮 30 米大道，面迎千坪公園，緊鄰燦坤 3C，近頂好超市、銀行機構、 麥當勞、黃昏市場、大崗國中及文華國小，機能俱全!樓下即有 U-Bike 據點， 可輕鬆連結機場捷運 A8 站，前往台北車站僅約 20 分鐘，比開車還方便!
機場捷運直達車停靠站>A1 台北車站、A3 新北產業園區站、A8 長庚醫院站、A12 機場第一航 廈站、A13 機場第二航廈站、A18 高鐵桃園站、A21 環北站 

●迎向千坪公園，無價景觀一席難求
千金易得，良景難尋。【紐約時上】迎向大坪頂公園第一排，逾千坪尺度成就夢 想中的上城生活。在這裡，或漫步園中欣賞風景、或呼朋引伴切磋球技、或騎 U-Bike 悠遊巷弄之間⋯滿滿的逸致正等你親身體驗。 

●十大建設啟動，世界的林口，北桃的樞紐 
仿傚英倫花園城市的林口，以現代化地貌獲得北北桃民眾青睞。無論是嚴謹土地 分區制度、管線地下化、60%高綠覆率⋯前瞻設計足可媲美全球一線都心。近年 因機場捷運通車，TOD(Transportation-Oriented Development，公共運輸導 向型開發)模式加速進化，伴隨十大建設的興起，更確立「北桃樞紐」關鍵地位。 
十大建設>桃園機場捷運、A7 科技園區、A8 聯合開發、A9 商業專區、三井 Outlet、台塑樂活 圈、六合一行政園區、林口運動中心、影視黃金三角、工一市地重劃",'捷運系統'  ' A8、A9 '  '高速公路'  '中山高速公路林口交流道 '  '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式', '學區'  '文華國小、文欣國小、大崗國中 '  '超商/賣場'  '全聯福利中心、頂好Wellcome超市 '  '傳統市場'  '林口夜市 '  '公共建設'  '大坪頂公園、大華公園、林口第二運動公園、大湖紀念公園 '  '熱門商圈'  '林口三井OUTLET、環球購物中心 '  '醫療機構'  '長庚醫療園區 '  '政府機構'  '林口行政中心 '  '其他配套'    
117029,九揚華典,桃園市,龜山區,桃園市龜山區復興一路.文興路口,1棟，90戶住家，3戶店面,地上15層，地下4層,新成屋,住宅大樓,復興一路.文興路口,二房 31~34' '三房 41~43',住商用, 隨時交屋 ,312.79 坪,31.5%,52.69%,1 0.7,平面式53個、機械式12個,, '無管理費 ,RC鋼筋混凝土結構,中心商業區,['近捷運'  '重劃區'  '近公園'],朝西南、朝東北,"＊美國KOHLER-面盆瓷器、浴櫃、智慧馬桶
＊德國HANSGROHE-龍頭
＊德國KALDEWEI-鋼板砝瑯浴缸
＊美國MR.STEAM-蒸氣系統
＊德國DUSHOLUX-淋浴門
＊德國IMPULS-廚具櫃體
＊日本DAIKIN空調
＊德國EUROWOOD-超耐磨地板
＊義大利CISA-電子門鎖",['中庭花園'  '會議室'  '閱覽室'  '健身房'],"九揚環球集團創立於1989年，以精緻的品管行銷全球，旗下企業含九揚建設、華祺工業、宮前五金、承田汽車配件工業、嘉善貫德精密鍛造、賜益工業、上海寶島遊艇。

其九揚建設，專鑄歐陸古典系列建築，創業迄今已三十載，始終堅持追求創新不斷提升，一以貫之精益求精的建築品質，最新力作「九揚華典」再將建築提升至典藏精品。

國際選材，品味極致-除了藝術美學精工城堡外觀外，更嚴格地斟酌內在的安穩與舒適，不濟成本地採用國際級建材，讓家不僅是豪宅更是精品
＊美國KOHLER-面盆瓷器、浴櫃、智慧馬桶
＊德國HANSGROHE-龍頭
＊德國KALDEWEI-鋼板砝瑯浴缸
＊美國MR.STEAM-蒸氣系統
＊德國DUSHOLUX-淋浴門
＊德國IMPULS-廚具櫃體
＊日本DAIKIN空調
＊德國EUROWOOD-超耐磨地板
＊義大利CISA-電子門鎖

交通四通八達
＊機場捷運：A8長庚醫院站600公尺，出入國門20分鐘
＊市區公車：40線公車直達雙北、桃園
＊國道客運：直達松山、桃園雙機場，並有多線國道客運至西部各城鎮
＊快速道路：3分鐘上中山高林口交流道、五楊高架，轉接64、65號快速道路

購物散步就到
＊24小時頂好超市、寶雅生活館、A8站環球購物中心、全聯、星巴克、麥當勞、肯德基、WORLDGYM、銀行、超商...食衣住行育樂都在散步距離間",'捷運系統'  'A8長庚醫院、A9林口站 '  '高速公路'  '中山高速公路林口交流道 '  '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式','學區'  '文華國小、大崗國中 '  '超商/賣場'  '頂好Wellcome超市、全聯、星巴克、麥當勞、肯德基、寶雅 '  '傳統市場'  '林口黃昏市場 '  '公共建設'  '龜山運動公園 '  '熱門商圈'  'A8站環球購物中心、林口三井OUTLET '  '醫療機構'  '長庚醫療園區 '  '政府機構'  '林口行政中心 '  '其他配套'
116750,合遠新天地,桃園市,龜山區,桃園市龜山區華亞三路.華亞三路59巷旁,2棟，112戶住家，4戶店面,地上15層，地下4層,新成屋,住宅大樓,華亞三路.華亞三路59巷旁,二房 27~28' '三房 36~43',住商用, 隨時交屋 ,642.92 坪,31~32%,33.97%,1 1.02,平面式104個、機械式14個,,'60' 元/坪/月,RC鋼筋混凝土結構,第五種住宅區,['重劃區'  '近公園'],朝西南,櫻花三機、英格爾衛浴設備,['接待大廳'  '中庭花園'  '交誼廳'  '閱覽室'  '健身房'],"「合遠新天地」位於桃園市龜山區華亞三路.華亞三路59巷旁，由合遠建設股份有限公司投資興建，基地面積約643坪(一期)、建蔽率33.97%、公設31.68%，樓層規劃為2棟地上15層、地下4層建築，一期為116戶住家、4戶店面的住宅大樓，格局坪數規劃2~3房27~43坪。

車位共規劃有102個坡道式平面車位、14個升降機械車位，休閒設施方面有接待大廳、中庭花園、交誼廳、健身房、信箱區、單車棧，結構為RC鋼筋混凝土，建材方面有櫻花三機、英格爾衛浴。

周邊環境，離華亞科技園區步行1分鐘，距離學區大崗國中步行15分鐘、樂善國小步行10分鐘，距離商場全聯福利中心、林口outlet約5-10分鐘車程，未來將會新增UBike站，下樓即可使用。。

交通方面距離國道一號林口交流道車程約6分鐘，距離A8捷運站約5分鐘車程，可連結桃園市、新北市、台北市，交通便捷。",'捷運系統'  '機場捷運A7體育大學站、A8長庚醫院 '  '高速公路'  '國道一號林口交流道 '  '快速道路'     '高鐵系統'     '台鐵系統'     '其他方式', '學區'  '樂善國小、文欣國小、大崗國中 '  '超商/賣場'  '頂好Wellcome超市 '  '傳統市場'     '公共建設'     '熱門商圈'  '長庚商圈、環球購物中心 '  '醫療機構'  '長庚醫療園區 '  '政府機構'     '其他配套'    
